State,Year,Date,Unemployment Rate,  Subsidies (millions of dollars),  Taxes on production and imports (TOPI) (millions of dollars),Chain-type quantity indexes for real GDP,Compensation (millions of dollars),Current-dollar GDP (millions of current dollars),Gross operating surplus (millions of dollars),Real GDP (millions of chained 2017 dollars) 1,Taxes on production and imports (TOPI) less subsides (millions of dollars),State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average
Delaware,2017,1/1/17,4.7,-188.8,4045.7,100,31982.2,69555.6,33716.5,69555.6,3856.9,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Florida,2017,1/1/17,4.7,-2476.9,84352,100,542128.7,1014866.9,390863.1,1014866.9,81875.1,8.1,8.55,7.25,7.65,8.1,8.55,245.12
Georgia,2017,1/1/17,5.2,-1401.5,32559.2,100,301509.7,583543.3,250876,583543.3,31157.6,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Hawaii,2017,1/1/17,2.6,-238.3,8169.9,100,47715.4,87436.4,31789.5,87436.4,7931.5,9.25,9.76,7.25,7.65,9.25,9.76,245.12
Idaho,2017,1/1/17,3.5,-304.1,4793.3,100,39470.9,72935.1,28975,72935.1,4489.2,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Illinois,2017,1/1/17,5.3,-2995.5,64249.2,100,453339.1,832826.8,318234.1,832826.8,61253.7,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Indiana,2017,1/1/17,3.8,-1043.1,20493.1,100,184494.7,357535.8,153591.1,357535.8,19450,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Iowa,2017,1/1/17,3.3,-1207.4,11935.7,100,92656.9,187125,83739.8,187125,10728.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kansas,2017,1/1/17,3.9,-1136.2,11647.1,100,85262.3,166273.6,70500.3,166273.6,10511,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kentucky,2017,1/1/17,5.1,-566,14669,100,112468.5,203564,76992.4,203564,14103,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Louisiana,2017,1/1/17,5.8,-689.3,18570.8,100,121139,239830.7,100810.2,239830.7,17881.5,0,0,7.25,7.65,7.25,7.65,245.12
Maine,2017,1/1/17,3.5,-169.8,5685.4,100,35744.3,63000.6,21740.7,63000.6,5515.6,9,9.5,7.25,7.65,9,9.5,245.12
Maryland,2017,1/1/17,4.1,-1091,24928.3,100,215578.1,399714.5,160299.1,399714.5,23837.3,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Massachusetts,2017,1/1/17,3.8,-1636.2,28572.5,100,309143.1,530129.4,194050,530129.4,26936.3,11,11.61,7.25,7.65,11,11.61,245.12
Michigan,2017,1/1/17,4.8,-1148.2,32148.6,100,285743,505101.5,188358,505101.5,31000.5,8.9,9.39,7.25,7.65,8.9,9.39,245.12
Minnesota,2017,1/1/17,3.8,-1475.7,24481.6,100,202013.1,354721.9,129702.9,354721.9,23005.9,7.75,8.18,7.25,7.65,7.75,8.18,245.12
Mississippi,2017,1/1/17,5.6,-536.4,9283.6,100,60352.4,110281.4,41181.8,110281.4,8747.3,0,0,7.25,7.65,7.25,7.65,245.12
Missouri,2017,1/1/17,4.2,-1171.8,18234,100,176847.7,311273.8,117363.9,311273.8,17062.2,7.7,8.13,7.25,7.65,7.7,8.13,245.12
Montana,2017,1/1/17,4.2,-513.3,3051.2,100,26004.7,48470.5,19927.9,48470.5,2537.9,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Nebraska,2017,1/1/17,3.1,-1169.7,7956.7,100,60550.7,123219.9,55882.2,123219.9,6787,9,9.5,7.25,7.65,9,9.5,245.12
Nevada,2017,1/1/17,5.4,-324.4,14847.7,100,84334.3,163199.1,64341.5,163199.1,14523.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Hampshire,2017,1/1/17,2.9,-157.7,6404.1,100,45377.9,81179.6,29555.2,81179.6,6246.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Jersey,2017,1/1/17,4.6,-1610.1,53017.7,100,323748.4,590086.7,214930.7,590086.7,51407.6,8.44,8.91,7.25,7.65,8.44,8.91,245.12
New Mexico,2017,1/1/17,6.7,-271.3,7039.1,100,48602.2,93210.1,37840,93210.1,6767.9,7.5,7.91,7.25,7.65,7.5,7.91,245.12
New York,2017,1/1/17,4.7,-6602.6,121935.4,100,832970.6,1624800.7,676497.3,1624800.7,115332.8,9.7,10.24,7.25,7.65,9.7,10.24,245.12
North Carolina,2017,1/1/17,4.9,-1272.8,34833.9,100,285070.4,546810.1,228178.6,546810.1,33561.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
North Dakota,2017,1/1/17,2.9,-1219,4787.7,100,27561.6,56530.2,25400,56530.2,3568.7,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Ohio,2017,1/1/17,5.3,-1626.4,43978.5,100,349025.7,652187.5,260809.6,652187.5,42352.2,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Oklahoma,2017,1/1/17,4.4,-639.7,12101.2,100,97104.7,192538.6,83972.4,192538.6,11461.5,2,2.11,7.25,7.65,7.25,7.65,245.12
Oregon,2017,1/1/17,4.1,-682.3,11721,100,125888,225534.5,88607.9,225534.5,11038.6,9.75,10.29,7.25,7.65,9.75,10.29,245.12
Pennsylvania,2017,1/1/17,5.2,-1938.3,49835.4,100,407783.7,754318,298637.3,754318,47897.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Rhode Island,2017,1/1/17,4.6,-168.1,4880.7,100,33687.9,58771.6,20371,58771.6,4712.7,9.6,10.13,7.25,7.65,9.6,10.13,245.12
South Carolina,2017,1/1/17,4.4,-508.1,15962.8,100,123253.8,224937.6,86229,224937.6,15454.7,0,0,7.25,7.65,7.25,7.65,245.12
South Dakota,2017,1/1/17,3.1,-1057.8,3988.1,100,23674.6,51615.1,25010.2,51615.1,2930.3,8.65,9.13,7.25,7.65,8.65,9.13,245.12
Tennessee,2017,1/1/17,4.6,-781.3,23770.5,100,181741.6,355417.5,150686.6,355417.5,22989.2,0,0,7.25,7.65,7.25,7.65,245.12
Texas,2017,1/1/17,4.8,-3601.9,135556.7,100,849890.1,1667313,685468.2,1667313,131954.8,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Utah,2017,1/1/17,3.2,-372.6,10068,100,89793.2,172075,72586.4,172075,9695.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Vermont,2017,1/1/17,3.1,-85.5,3235.7,100,18672.9,32589.2,10766.1,32589.2,3150.2,10,10.55,7.25,7.65,10,10.55,245.12
Virginia,2017,1/1/17,4,-1131.4,33095.7,100,296070.8,515167.2,187132,515167.2,31964.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Washington,2017,1/1/17,4.8,-1534.8,42504,100,267847.3,527169.4,218352.8,527169.4,40969.2,11,11.61,7.25,7.65,11,11.61,245.12
West Virginia,2017,1/1/17,5.4,-127.5,5802.5,100,39120.1,75172.4,30377.3,75172.4,5675,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Wisconsin,2017,1/1/17,3.5,-779.6,21896.7,100,181013.4,321886.8,119756.4,321886.8,21117,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Wyoming,2017,1/1/17,4.8,-94.8,3326.1,100,17664,37620.3,16725,37620.3,3231.3,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Alabama,2017,2/1/17,5.2,-576.8,13457.8,100,116587.1,216615.5,87147.3,216615.5,12881,0,0,7.25,7.65,7.25,7.65,245.12
Alaska,2017,2/1/17,6.6,-105.3,3754.4,100,27153.8,53550.9,22748,53550.9,3649.1,9.8,10.34,7.25,7.65,9.8,10.34,245.12
Arizona,2017,2/1/17,5.2,-737,22512.2,100,181242,333099,130081.7,333099,21775.2,10,10.55,7.25,7.65,10,10.55,245.12
Arkansas,2017,2/1/17,3.7,-825.1,9687.9,100,68590.2,123882.6,46429.6,123882.6,8862.8,8.5,8.97,7.25,7.65,8.5,8.97,245.12
California,2017,2/1/17,5.1,-7402.2,173541.6,100,1460857.7,2740550.3,1113553.2,2740550.3,166139.4,10,10.55,7.25,7.65,10,10.55,245.12
Colorado,2017,2/1/17,2.5,-1136.7,22422.6,100,193227.2,350209.1,135696,350209.1,21286,9.3,9.81,7.25,7.65,9.3,9.81,245.12
Connecticut,2017,2/1/17,4.5,-552.1,18962.1,100,140537.4,273875.1,114927.7,273875.1,18410,10.1,10.66,7.25,7.65,10.1,10.66,245.12
Delaware,2017,2/1/17,4.6,-188.8,4045.7,100,31982.2,69555.6,33716.5,69555.6,3856.9,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Florida,2017,2/1/17,4.6,-2476.9,84352,100,542128.7,1014866.9,390863.1,1014866.9,81875.1,8.1,8.55,7.25,7.65,8.1,8.55,245.12
Georgia,2017,2/1/17,5.1,-1401.5,32559.2,100,301509.7,583543.3,250876,583543.3,31157.6,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Hawaii,2017,2/1/17,2.6,-238.3,8169.9,100,47715.4,87436.4,31789.5,87436.4,7931.5,9.25,9.76,7.25,7.65,9.25,9.76,245.12
Idaho,2017,2/1/17,3.4,-304.1,4793.3,100,39470.9,72935.1,28975,72935.1,4489.2,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Illinois,2017,2/1/17,5.1,-2995.5,64249.2,100,453339.1,832826.8,318234.1,832826.8,61253.7,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Indiana,2017,2/1/17,3.7,-1043.1,20493.1,100,184494.7,357535.8,153591.1,357535.8,19450,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Iowa,2017,2/1/17,3.2,-1207.4,11935.7,100,92656.9,187125,83739.8,187125,10728.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kansas,2017,2/1/17,3.8,-1136.2,11647.1,100,85262.3,166273.6,70500.3,166273.6,10511,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kentucky,2017,2/1/17,5,-566,14669,100,112468.5,203564,76992.4,203564,14103,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Louisiana,2017,2/1/17,5.7,-689.3,18570.8,100,121139,239830.7,100810.2,239830.7,17881.5,0,0,7.25,7.65,7.25,7.65,245.12
Maine,2017,2/1/17,3.4,-169.8,5685.4,100,35744.3,63000.6,21740.7,63000.6,5515.6,9,9.5,7.25,7.65,9,9.5,245.12
Maryland,2017,2/1/17,4,-1091,24928.3,100,215578.1,399714.5,160299.1,399714.5,23837.3,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Massachusetts,2017,2/1/17,3.8,-1636.2,28572.5,100,309143.1,530129.4,194050,530129.4,26936.3,11,11.61,7.25,7.65,11,11.61,245.12
Michigan,2017,2/1/17,4.7,-1148.2,32148.6,100,285743,505101.5,188358,505101.5,31000.5,8.9,9.39,7.25,7.65,8.9,9.39,245.12
Minnesota,2017,2/1/17,3.7,-1475.7,24481.6,100,202013.1,354721.9,129702.9,354721.9,23005.9,7.75,8.18,7.25,7.65,7.75,8.18,245.12
Mississippi,2017,2/1/17,5.5,-536.4,9283.6,100,60352.4,110281.4,41181.8,110281.4,8747.3,0,0,7.25,7.65,7.25,7.65,245.12
Missouri,2017,2/1/17,4.1,-1171.8,18234,100,176847.7,311273.8,117363.9,311273.8,17062.2,7.7,8.13,7.25,7.65,7.7,8.13,245.12
Montana,2017,2/1/17,4.1,-513.3,3051.2,100,26004.7,48470.5,19927.9,48470.5,2537.9,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Nebraska,2017,2/1/17,3,-1169.7,7956.7,100,60550.7,123219.9,55882.2,123219.9,6787,9,9.5,7.25,7.65,9,9.5,245.12
Nevada,2017,2/1/17,5.3,-324.4,14847.7,100,84334.3,163199.1,64341.5,163199.1,14523.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Hampshire,2017,2/1/17,2.9,-157.7,6404.1,100,45377.9,81179.6,29555.2,81179.6,6246.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Jersey,2017,2/1/17,4.5,-1610.1,53017.7,100,323748.4,590086.7,214930.7,590086.7,51407.6,8.44,8.91,7.25,7.65,8.44,8.91,245.12
New Mexico,2017,2/1/17,6.6,-271.3,7039.1,100,48602.2,93210.1,37840,93210.1,6767.9,7.5,7.91,7.25,7.65,7.5,7.91,245.12
New York,2017,2/1/17,4.6,-6602.6,121935.4,100,832970.6,1624800.7,676497.3,1624800.7,115332.8,9.7,10.24,7.25,7.65,9.7,10.24,245.12
North Carolina,2017,2/1/17,4.7,-1272.8,34833.9,100,285070.4,546810.1,228178.6,546810.1,33561.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
North Dakota,2017,2/1/17,2.8,-1219,4787.7,100,27561.6,56530.2,25400,56530.2,3568.7,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Ohio,2017,2/1/17,5.2,-1626.4,43978.5,100,349025.7,652187.5,260809.6,652187.5,42352.2,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Oklahoma,2017,2/1/17,4.3,-639.7,12101.2,100,97104.7,192538.6,83972.4,192538.6,11461.5,2,2.11,7.25,7.65,7.25,7.65,245.12
Oregon,2017,2/1/17,4,-682.3,11721,100,125888,225534.5,88607.9,225534.5,11038.6,9.75,10.29,7.25,7.65,9.75,10.29,245.12
Pennsylvania,2017,2/1/17,5.1,-1938.3,49835.4,100,407783.7,754318,298637.3,754318,47897.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Rhode Island,2017,2/1/17,4.5,-168.1,4880.7,100,33687.9,58771.6,20371,58771.6,4712.7,9.6,10.13,7.25,7.65,9.6,10.13,245.12
South Carolina,2017,2/1/17,4.3,-508.1,15962.8,100,123253.8,224937.6,86229,224937.6,15454.7,0,0,7.25,7.65,7.25,7.65,245.12
South Dakota,2017,2/1/17,3.1,-1057.8,3988.1,100,23674.6,51615.1,25010.2,51615.1,2930.3,8.65,9.13,7.25,7.65,8.65,9.13,245.12
Tennessee,2017,2/1/17,4.4,-781.3,23770.5,100,181741.6,355417.5,150686.6,355417.5,22989.2,0,0,7.25,7.65,7.25,7.65,245.12
Texas,2017,2/1/17,4.7,-3601.9,135556.7,100,849890.1,1667313,685468.2,1667313,131954.8,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Utah,2017,2/1/17,3.2,-372.6,10068,100,89793.2,172075,72586.4,172075,9695.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Vermont,2017,2/1/17,3.1,-85.5,3235.7,100,18672.9,32589.2,10766.1,32589.2,3150.2,10,10.55,7.25,7.65,10,10.55,245.12
Virginia,2017,2/1/17,4,-1131.4,33095.7,100,296070.8,515167.2,187132,515167.2,31964.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Washington,2017,2/1/17,4.7,-1534.8,42504,100,267847.3,527169.4,218352.8,527169.4,40969.2,11,11.61,7.25,7.65,11,11.61,245.12
West Virginia,2017,2/1/17,5.2,-127.5,5802.5,100,39120.1,75172.4,30377.3,75172.4,5675,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Wisconsin,2017,2/1/17,3.4,-779.6,21896.7,100,181013.4,321886.8,119756.4,321886.8,21117,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Wyoming,2017,2/1/17,4.6,-94.8,3326.1,100,17664,37620.3,16725,37620.3,3231.3,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Alabama,2017,3/1/17,5,-576.8,13457.8,100,116587.1,216615.5,87147.3,216615.5,12881,0,0,7.25,7.65,7.25,7.65,245.12
Alaska,2017,3/1/17,6.5,-105.3,3754.4,100,27153.8,53550.9,22748,53550.9,3649.1,9.8,10.34,7.25,7.65,9.8,10.34,245.12
Arizona,2017,3/1/17,5.1,-737,22512.2,100,181242,333099,130081.7,333099,21775.2,10,10.55,7.25,7.65,10,10.55,245.12
Arkansas,2017,3/1/17,3.7,-825.1,9687.9,100,68590.2,123882.6,46429.6,123882.6,8862.8,8.5,8.97,7.25,7.65,8.5,8.97,245.12
California,2017,3/1/17,5,-7402.2,173541.6,100,1460857.7,2740550.3,1113553.2,2740550.3,166139.4,10,10.55,7.25,7.65,10,10.55,245.12
Colorado,2017,3/1/17,2.4,-1136.7,22422.6,100,193227.2,350209.1,135696,350209.1,21286,9.3,9.81,7.25,7.65,9.3,9.81,245.12
Connecticut,2017,3/1/17,4.5,-552.1,18962.1,100,140537.4,273875.1,114927.7,273875.1,18410,10.1,10.66,7.25,7.65,10.1,10.66,245.12
Delaware,2017,3/1/17,4.6,-188.8,4045.7,100,31982.2,69555.6,33716.5,69555.6,3856.9,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Florida,2017,3/1/17,4.5,-2476.9,84352,100,542128.7,1014866.9,390863.1,1014866.9,81875.1,8.1,8.55,7.25,7.65,8.1,8.55,245.12
Georgia,2017,3/1/17,5,-1401.5,32559.2,100,301509.7,583543.3,250876,583543.3,31157.6,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Hawaii,2017,3/1/17,2.5,-238.3,8169.9,100,47715.4,87436.4,31789.5,87436.4,7931.5,9.25,9.76,7.25,7.65,9.25,9.76,245.12
Idaho,2017,3/1/17,3.3,-304.1,4793.3,100,39470.9,72935.1,28975,72935.1,4489.2,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Illinois,2017,3/1/17,5,-2995.5,64249.2,100,453339.1,832826.8,318234.1,832826.8,61253.7,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Indiana,2017,3/1/17,3.5,-1043.1,20493.1,100,184494.7,357535.8,153591.1,357535.8,19450,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Iowa,2017,3/1/17,3.2,-1207.4,11935.7,100,92656.9,187125,83739.8,187125,10728.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kansas,2017,3/1/17,3.7,-1136.2,11647.1,100,85262.3,166273.6,70500.3,166273.6,10511,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Kentucky,2017,3/1/17,5,-566,14669,100,112468.5,203564,76992.4,203564,14103,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Louisiana,2017,3/1/17,5.5,-689.3,18570.8,100,121139,239830.7,100810.2,239830.7,17881.5,0,0,7.25,7.65,7.25,7.65,245.12
Maine,2017,3/1/17,3.4,-169.8,5685.4,100,35744.3,63000.6,21740.7,63000.6,5515.6,9,9.5,7.25,7.65,9,9.5,245.12
Maryland,2017,3/1/17,4,-1091,24928.3,100,215578.1,399714.5,160299.1,399714.5,23837.3,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Massachusetts,2017,3/1/17,3.8,-1636.2,28572.5,100,309143.1,530129.4,194050,530129.4,26936.3,11,11.61,7.25,7.65,11,11.61,245.12
Michigan,2017,3/1/17,4.5,-1148.2,32148.6,100,285743,505101.5,188358,505101.5,31000.5,8.9,9.39,7.25,7.65,8.9,9.39,245.12
Minnesota,2017,3/1/17,3.6,-1475.7,24481.6,100,202013.1,354721.9,129702.9,354721.9,23005.9,7.75,8.18,7.25,7.65,7.75,8.18,245.12
Mississippi,2017,3/1/17,5.4,-536.4,9283.6,100,60352.4,110281.4,41181.8,110281.4,8747.3,0,0,7.25,7.65,7.25,7.65,245.12
Missouri,2017,3/1/17,3.9,-1171.8,18234,100,176847.7,311273.8,117363.9,311273.8,17062.2,7.7,8.13,7.25,7.65,7.7,8.13,245.12
Montana,2017,3/1/17,4.1,-513.3,3051.2,100,26004.7,48470.5,19927.9,48470.5,2537.9,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Nebraska,2017,3/1/17,3,-1169.7,7956.7,100,60550.7,123219.9,55882.2,123219.9,6787,9,9.5,7.25,7.65,9,9.5,245.12
Nevada,2017,3/1/17,5.2,-324.4,14847.7,100,84334.3,163199.1,64341.5,163199.1,14523.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Hampshire,2017,3/1/17,2.8,-157.7,6404.1,100,45377.9,81179.6,29555.2,81179.6,6246.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
New Jersey,2017,3/1/17,4.5,-1610.1,53017.7,100,323748.4,590086.7,214930.7,590086.7,51407.6,8.44,8.91,7.25,7.65,8.44,8.91,245.12
New Mexico,2017,3/1/17,6.5,-271.3,7039.1,100,48602.2,93210.1,37840,93210.1,6767.9,7.5,7.91,7.25,7.65,7.5,7.91,245.12
New York,2017,3/1/17,4.6,-6602.6,121935.4,100,832970.6,1624800.7,676497.3,1624800.7,115332.8,9.7,10.24,7.25,7.65,9.7,10.24,245.12
North Carolina,2017,3/1/17,4.6,-1272.8,34833.9,100,285070.4,546810.1,228178.6,546810.1,33561.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
North Dakota,2017,3/1/17,2.7,-1219,4787.7,100,27561.6,56530.2,25400,56530.2,3568.7,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Ohio,2017,3/1/17,5.1,-1626.4,43978.5,100,349025.7,652187.5,260809.6,652187.5,42352.2,8.15,8.6,7.25,7.65,8.15,8.6,245.12
Oklahoma,2017,3/1/17,4.2,-639.7,12101.2,100,97104.7,192538.6,83972.4,192538.6,11461.5,2,2.11,7.25,7.65,7.25,7.65,245.12
Oregon,2017,3/1/17,3.9,-682.3,11721,100,125888,225534.5,88607.9,225534.5,11038.6,9.75,10.29,7.25,7.65,9.75,10.29,245.12
Pennsylvania,2017,3/1/17,5.1,-1938.3,49835.4,100,407783.7,754318,298637.3,754318,47897.1,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Rhode Island,2017,3/1/17,4.5,-168.1,4880.7,100,33687.9,58771.6,20371,58771.6,4712.7,9.6,10.13,7.25,7.65,9.6,10.13,245.12
South Carolina,2017,3/1/17,4.2,-508.1,15962.8,100,123253.8,224937.6,86229,224937.6,15454.7,0,0,7.25,7.65,7.25,7.65,245.12
South Dakota,2017,3/1/17,3.1,-1057.8,3988.1,100,23674.6,51615.1,25010.2,51615.1,2930.3,8.65,9.13,7.25,7.65,8.65,9.13,245.12
Tennessee,2017,3/1/17,4.2,-781.3,23770.5,100,181741.6,355417.5,150686.6,355417.5,22989.2,0,0,7.25,7.65,7.25,7.65,245.12
Texas,2017,3/1/17,4.6,-3601.9,135556.7,100,849890.1,1667313,685468.2,1667313,131954.8,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Utah,2017,3/1/17,3.2,-372.6,10068,100,89793.2,172075,72586.4,172075,9695.4,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Vermont,2017,3/1/17,3.1,-85.5,3235.7,100,18672.9,32589.2,10766.1,32589.2,3150.2,10,10.55,7.25,7.65,10,10.55,245.12
Virginia,2017,3/1/17,3.9,-1131.4,33095.7,100,296070.8,515167.2,187132,515167.2,31964.3,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Washington,2017,3/1/17,4.6,-1534.8,42504,100,267847.3,527169.4,218352.8,527169.4,40969.2,11,11.61,7.25,7.65,11,11.61,245.12
West Virginia,2017,3/1/17,5.1,-127.5,5802.5,100,39120.1,75172.4,30377.3,75172.4,5675,8.75,9.23,7.25,7.65,8.75,9.23,245.12
Wisconsin,2017,3/1/17,3.3,-779.6,21896.7,100,181013.4,321886.8,119756.4,321886.8,21117,7.25,7.65,7.25,7.65,7.25,7.65,245.12
Wyoming,2017,3/1/17,4.4,-94.8,3326.1,100,17664,37620.3,16725,37620.3,3231.3,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Alabama,2017,4/1/17,4.8,-576.8,13457.8,100,116587.1,216615.5,87147.3,216615.5,12881,0,0,7.25,7.65,7.25,7.65,245.12
Alaska,2017,4/1/17,6.5,-105.3,3754.4,100,27153.8,53550.9,22748,53550.9,3649.1,9.8,10.34,7.25,7.65,9.8,10.34,245.12
Arizona,2017,4/1/17,5,-737,22512.2,100,181242,333099,130081.7,333099,21775.2,10,10.55,7.25,7.65,10,10.55,245.12
Arkansas,2017,4/1/17,3.7,-825.1,9687.9,100,68590.2,123882.6,46429.6,123882.6,8862.8,8.5,8.97,7.25,7.65,8.5,8.97,245.12
California,2017,4/1/17,5,-7402.2,173541.6,100,1460857.7,2740550.3,1113553.2,2740550.3,166139.4,10,10.55,7.25,7.65,10,10.55,245.12
Colorado,2017,4/1/17,2.4,-1136.7,22422.6,100,193227.2,350209.1,135696,350209.1,21286,9.3,9.81,7.25,7.65,9.3,9.81,245.12
Connecticut,2017,4/1/17,4.5,-552.1,18962.1,100,140537.4,273875.1,114927.7,273875.1,18410,10.1,10.66,7.25,7.65,10.1,10.66,245.12
Delaware,2017,4/1/17,4.6,-188.8,4045.7,100,31982.2,69555.6,33716.5,69555.6,3856.9,8.25,8.71,7.25,7.65,8.25,8.71,245.12
Florida,2017,4/1/17,4.4,-2476.9,84352,100,542128.7,1014866.9,390863.1,1014866.9,81875.1,8.1,8.55,7.25,7.65,8.1,8.55,245.12
Georgia,2017,4/1/17,4.9,-1401.5,32559.2,100,301509.7,583543.3,250876,583543.3,31157.6,5.15,5.43,7.25,7.65,7.25,7.65,245.12
Hawaii,2017,4/1/17,2.5,-238.3,8169.9,100,47715.4,87436.4,31789.5,87436.4,7931.5,9.25,9.76,7.25,7.65,9.25,9.76,245.12
Idaho,2017,4/1/17,3.2,-304.1,4793.3,100,39470.9,72935.1,28975,72935.1,4489.2,7.25,7.65,7.25,7.65,7.25,7.65,245.12
